id,SalePrice
1461,120129.31638285144
1462,153008.78540649818
1463,181999.66786591779
1464,195952.2849978026
1465,197477.81258720323
1466,171222.84373663203
1467,178212.01779580885
1468,161123.61215957545
1469,193898.47881496875
1470,119925.604789806
1471,189952.67847808232
1472,97385.92416901952
1473,96173.51867350194
1474,146413.76269308914
1475,113408.51351352438
1476,363558.84975254466
1477,250762.12819425605
1478,294599.18152895407
1479,299293.44565708213
1480,474977.58803628694
1481,325368.59760204714
1482,210850.56526419768
1483,177057.72071004263
1484,162710.8451215371
1485,191473.76554705796
1486,193107.9617774654
1487,339866.0295461026
1488,238341.3353204836
1489,193749.608205026
1490,231349.0659469985
1491,195044.07028414856
1492,92756.67611514157
1493,189749.5884392125
1494,299951.3792833907
1495,293285.59112122096
1496,235702.1576615432
1497,179388.3250826092
1498,167787.27829460712
1499,162374.42494970965
1500,152697.7749543966
1501,174507.6927753386
1502,145503.6506212222
1503,290290.2230337347
1504,242519.0337992151
1505,225593.9751779172
1506,188193.2251987875
1507,245834.5514780437
1508,202873.92776776533
1509,163898.0977788804
1510,143480.39546743748
1511,148092.6730057099
1512,175334.355302345
1513,152363.3506562307
1514,155109.81990672945
1515,197374.40600365406
1516,157898.1108176086
1517,168347.74792537428
1518,132466.49684443185
1519,209170.43080419523
1520,127540.30850578858
1521,130083.4751555352
1522,178496.1397739455
1523,110130.51159133464
1524,125686.4470163875
1525,120266.19747097118
1526,113488.37444080865
1527,107566.17450085792
1528,137378.38934699446
1529,149722.56499002723
1530,184338.3627019246
1531,105988.75185360062
1532,98505.57943429315
1533,142816.38267748785
1534,127215.27170736769
1535,147673.90202250797
1536,106379.1156371906
1537,64977.58596862494
1538,147236.97205496213
1539,191933.55837510506
1540,94263.45850341642
1541,138707.10514196922
1542,139649.24986487327
1543,189700.53751999192
1544,85068.008481338
1545,115257.94054333318
1546,135137.91282301547
1547,127884.20576731049
1548,138708.24355731002
1549,119838.49286651268
1550,135618.02321826073
1551,108884.99981547233
1552,136390.98109602084
1553,148289.80774366978
1554,116891.82272110373
1555,160376.90131114103
1556,85485.17170699117
1557,105780.72011395833
1558,97580.45125685334
1559,63552.76802692346
1560,134335.2310040737
1561,129372.72588983353
1562,130057.34828423696
1563,117918.55506134802
1564,155071.55198099776
1565,150955.3407950722
1566,237772.53074719795
1567,76404.0750295784
1568,230818.44131562527
1569,127780.26853477267
1570,139167.5464038662
1571,123248.06659908082
1572,142090.06900251633
1573,236848.71671764058
1574,118411.16056848996
1575,228294.7333937115
1576,241692.83937702145
1577,182201.76355435676
1578,148720.33335049864
1579,144283.6746041202
1580,196843.92801768094
1581,153037.51734319533
1582,125687.59815299728
1583,295888.95713129675
1584,216154.14586810902
1585,136126.5245419615
1586,67143.7331393885
1587,104989.71874882629
1588,151179.16829745087
1589,96656.216489768
1590,133891.40280903323
1591,92120.86640430172
1592,114189.88906279957
1593,127669.24235410168
1594,123646.9654616617
1595,107500.49085079688
1596,222575.43631115538
1597,193546.93965914875
1598,227982.70331666223
1599,172656.03043455433
1600,162810.3634734947
1601,68670.57817887756
1602,117135.40853671743
1603,71358.15862846196
1604,260213.98917750374
1605,243774.23195768538
1606,168701.8701135875
1607,173316.51157346866
1608,214614.04136398603
1609,185339.24789518543
1610,150446.69880184537
1611,138184.7248064833
1612,170111.59149848673
1613,161412.03068661503
1614,128011.2169227942
1615,93618.25419454841
1616,77864.51966472284
1617,95346.8478102668
1618,124769.08143316244
1619,140093.27093942062
1620,152267.55072114064
1621,138619.2405802832
1622,141655.7119443922
1623,261268.10001323398
1624,209360.6395199049
1625,120859.60722550002
1626,170452.59591000897
1627,190582.20893444953
1628,280021.0948513829
1629,184313.18863868652
1630,345037.4836673669
1631,230402.01030487745
1632,244459.2609012971
1633,174440.99603746395
1634,185156.26676201116
1635,176706.7483973536
1636,152578.34298140137
1637,199100.659158286
1638,181426.71434846768
1639,190515.9001653976
1640,250882.9260563156
1641,183790.88245750172
1642,237825.81060509488
1643,216168.74043171617
1644,232651.6892808583
1645,196243.4430148262
1646,158437.26408653505
1647,162485.12081302598
1648,130092.84903816262
1649,138945.26242839944
1650,114357.9575302981
1651,120810.88854121056
1652,97580.96776035998
1653,99581.91815297665
1654,145872.11302769213
1655,138767.47796651215
1656,140735.7376032333
1657,147519.48764329636
1658,142980.1717541623
1659,119989.18953571911
1660,155445.6753275022
1661,419298.3780886651
1662,409959.9144741662
1663,380156.8225941736
1664,405317.02672523586
1665,304524.6138781016
1666,332727.8941430019
1667,378054.0636870622
1668,345331.79980074166
1669,314023.72191501176
1670,355979.7686123747
1671,257720.5061323642
1672,422106.3356117003
1673,290130.6274637994
1674,241744.7427118788
1675,191549.8467384336
1676,190618.2945744617
1677,217118.71217511428
1678,438373.25671008026
1679,384877.259328771
1680,328430.46831946704
1681,251804.62614685143
1682,320551.6090298301
1683,180758.20397822713
1684,177031.50592298622
1685,175707.87662411135
1686,167858.36116335442
1687,174089.09740325174
1688,189156.20809774002
1689,196666.04573180364
1690,199987.60520210682
1691,186979.36199113564
1692,270939.69959719747
1693,170797.60703902564
1694,184650.31517458934
1695,169535.54770651416
1696,273139.22163250414
1697,174714.30275650552
1698,356328.7243360737
1699,310821.1504765928
1700,250690.61080841738
1701,275275.67958586855
1702,239339.33293508212
1703,242622.78779001447
1704,274618.46154286165
1705,240254.66339821563
1706,351918.58074919175
1707,213224.02152519688
1708,200166.59954659513
1709,272020.63809084473
1710,217809.3068568384
1711,271321.5765796852
1712,257725.56128323922
1713,275776.8371581798
1714,221973.37273980887
1715,208302.1619764975
